t_ms,ohm_Thumb,ohm_Index,ohm_Middle,ohm_Ring,ohm_Little,ema_Thumb,ema_Index,ema_Middle,ema_Ring,ema_Little,label
60829,15.166666,15.166666,15.055183999999999,15.279661,14.416398,15.177886778147942,15.032865961914508,14.897202318339637,15.101754421126326,14.222322080437998,none
60929,15.0,14.836634,14.782895,15.110738,14.264331,15.133415083610956,14.98380797143588,14.868625488754727,15.104000315844743,14.232824310328498,none
61029,15.279661,15.0,14.945183,15.0,14.214286,15.169976562708218,14.98785597857691,14.887764866566044,15.078000236883558,14.228189732746374,none
61129,15.110738,14.945183,14.729509,15.0,14.164557,15.155166922031164,14.977187733932682,14.848200899924533,15.058500177662669,14.212281549559782,none
61229,15.055183999999999,14.890728999999999,14.676472,15.0,14.017241,15.130171191523372,14.955573050449512,14.805268674943399,15.043875133247003,14.163521412169835,none
61329,14.623778,14.467742,14.416398,14.519416999999999,13.591464,15.003572893642529,14.833615287837134,14.70805100620755,14.912760599935252,14.020507059127377,none
61429,14.623778,14.416398,14.365385,14.365385,13.545594,14.908624170231898,14.72931096587785,14.622384504655663,14.775916699951438,13.901778794345534,none
61529,14.467742,14.467742,14.264331,14.467742,13.591464,14.798403627673924,14.663918724408388,14.532871128491747,14.698873024963579,13.824200095759151,none
61629,14.519416999999999,14.314696,14.164557,14.365385,13.5,14.728656970755443,14.57661304330629,14.44079259636881,14.615501018722686,13.743150071819363,none
61729,14.571429,14.365385,14.115142,14.314696,13.454683000000001,14.689349978066582,14.523806032479719,14.359379947276608,14.540299764042015,13.671033303864522,none
61829,14.623778,14.467742,14.365385,14.571429,13.920561,14.672956983549938,14.50979002435979,14.360881210457457,14.54808207303151,13.733415227898393,none
61929,14.571429,14.314696,14.066038,14.164557,13.364865,14.647574987662454,14.461016518269842,14.287170407843092,14.452200804773634,13.641277670923795,none
62029,13.5,13.232143,12.931486999999999,13.144969999999999,12.288300999999999,14.36068124074684,14.153798138702381,13.948249555882319,14.125393103580226,13.303033503192845,none
62129,13.016129999999999,12.806357,12.5625,12.724138,12.024591000000001,14.02454343056013,13.816937854026785,13.601812166911738,13.77507932768517,12.983422877394634,none
62229,12.326816,12.211912,12.174033,12.288300999999999,11.390625,13.600111572920097,13.415681390520088,13.244867375183803,13.403384745763876,12.585223408045977,none
62329,11.987738,11.735294,11.526315,11.770777,11.063452,13.197018179690073,12.995584542890064,12.815229281387854,12.995232809322909,12.204780556034482,none
62429,12.098901,11.806452,11.664894,11.806452,11.159847,12.922488884767553,12.698301407167548,12.52764546104089,12.698037606992182,11.943547167025862,none
62529,11.735294,11.492126,11.390625,11.560687,10.906015,12.625690163575666,12.396757555375661,12.243390345780668,12.413699955244137,11.684164125269398,none
62629,11.987738,11.735294,11.664894,12.024591000000001,11.390625,12.466202122681748,12.231391666531746,12.098766259335502,12.316422716433102,11.610779343952048,none
62729,13.058823,12.973685,12.806357,13.364865,12.642857,12.61435734201131,12.41696499989881,12.275663944501625,12.578533287324827,11.868798757964036,none
62829,13.825078,13.637615,13.591464,14.066038,13.276119000000001,12.917037506508482,12.722127499924106,12.60461395837622,12.95040946549362,12.220628818473028,none
62929,14.264331,14.264331,14.365385,14.729509,13.96875,13.253860879881362,13.10767837494308,13.044806718782166,13.395184349120214,12.65765911385477,none
63029,15.0,15.055183999999999,15.394197,15.628027,14.519416999999999,13.690395659911022,13.594554781207309,13.632154289086623,13.953395011840161,13.123098585391077,none
63129,15.747387,15.628027,15.510309999999999,15.747387,14.676472,14.204643494933268,14.102922835905481,14.101693216814967,14.401893008880123,13.511441939043308,none
63229,15.452055,15.394197,15.222973,15.510309999999999,14.467742,14.516496371199953,14.42574137692911,14.382013162611226,14.678997256660091,13.750516954282482,none
63329,15.336735000000001,15.166666,14.836634,15.055183999999999,14.115142,14.721556028399966,14.610972532696833,14.49566837195842,14.773043942495068,13.841673215711861,none
63429,15.0,14.782895,14.519416999999999,14.836634,13.920561,14.791167021299975,14.653953149522625,14.501605528968815,14.788941456871303,13.861395161783895,none
63529,15.0,14.729509,14.571429,14.890728999999999,13.825078,14.84337526597498,14.67284211214197,14.519061396726611,14.814388342653478,13.85231587133792,none
63629,14.729509,14.623778,14.416398,14.571429,13.730769,14.814908699481235,14.660576084106477,14.493395547544958,14.753648506990109,13.82192915350344,none
63729,14.729509,14.519416999999999,14.314696,14.314696,13.276119000000001,14.793558774610926,14.625286313079856,14.448720660658719,14.64391038024258,13.68547661512758,none
63829,14.115142,14.017241,13.777778,13.777778,13.016129999999999,14.623954580958193,14.473274984809892,14.280984995494038,14.427377285181935,13.518139961345684,none
63929,13.364865,13.10177,13.058823,13.188428,12.365546,14.309182185718646,14.13039873860742,13.97544449662053,14.117639963886452,13.229991471009264,none
64029,13.10177,12.847825,12.847825,12.889535,12.024591000000001,14.007329139288984,13.809755303955566,13.693539622465398,13.81061372291484,12.928641353256948,none
64129,12.602564000000001,12.326816,12.25,12.326816,11.526315,13.656137854466738,13.439020477966674,13.33265471684905,13.43966429218613,12.578059764942711,none
64229,12.061644,11.914634,11.424282,11.323834000000002,10.752476,13.257514390850055,13.057923858475005,12.855561537636786,12.910706719139597,12.121663823707035,none
64329,11.159847,10.968513999999999,11.09542,11.127550999999999,10.485473,12.733097543137541,12.535571393856253,12.415526153227589,12.464917789354697,11.712616117780275,none
64429,11.127550999999999,10.875,10.84414,10.813433000000002,10.257719999999999,12.331710907353155,12.12042854539219,12.02267961492069,12.052046592016023,11.348892088335207,none
64529,11.063452,10.84414,10.937186,10.875,10.313843,12.014646180514866,11.801356409044143,11.751306211190517,11.757784944012016,11.090129816251405,none
64629,11.526315,11.390625,11.458115,11.595238,11.063452,11.89256338538615,11.698673556783106,11.678008408392888,11.717148208009013,11.083460362188553,none
64729,12.765129,12.642857,12.724138,12.724138,11.987738,12.110704789039612,11.93471941758733,11.939540806294666,11.968895656006758,11.309529771641415,none
64829,13.454683000000001,13.188428,13.10177,13.276119000000001,12.365546,12.44669934177971,12.248146563190497,12.230098104721,12.295701492005069,11.573533828731062,none
64929,14.017241,13.920561,13.825078,13.825078,12.973685,12.839334756334782,12.666250172392873,12.628843078540749,12.678045619003802,11.923571621548298,none
65029,14.623778,14.365385,14.314696,14.571429,13.454683000000001,13.285445567251088,13.091033879294656,13.050306308905562,13.151391464252852,12.306349466161224,none
65129,14.676472,14.623778,14.467742,15.0,14.214286,13.633202175438317,13.474219909470992,13.404665231679171,13.613543598189638,12.783333599620919,none
65229,15.510309999999999,15.110738,14.945183,15.166666,14.264331,14.102479131578738,13.883349432103245,13.789794673759378,14.001824198642229,13.15358294971569,none
65329,15.279661,15.055183999999999,14.945183,15.110738,14.164557,14.396774598684054,14.176308074077433,14.078641755319534,14.279052648981672,13.406326462286767,none
65429,15.055183999999999,14.782895,14.623778,14.729509,13.872671,14.56137694901304,14.327954805558075,14.21492581648965,14.391666736736253,13.522912596715074,none
65529,14.729509,14.623778,14.416398,14.519416999999999,13.68405,14.60340996175978,14.401910604168556,14.265293862367237,14.423604302552189,13.563196947536305,none
65629,14.836634,14.676472,14.467742,14.519416999999999,13.545594,14.661715971319836,14.470550953126416,14.315905896775428,14.44755747691414,13.558796210652229,none
65729,14.264331,14.115142,14.066038,14.365385,13.409638999999999,14.562369728489877,14.381698714844811,14.253438922581571,14.427014357685604,13.52150690798917,none
65829,14.264331,14.214286,13.920561,14.017241,13.232143,14.487860046367407,14.339845536133609,14.170219441936178,14.324571018264201,13.449165930991878,none
65929,13.454683000000001,13.188428,13.10177,13.10177,12.365546,14.229565784775556,14.051991152100207,13.903107081452134,14.018870763698152,13.178260948243908,none
66029,13.144969999999999,12.931486999999999,12.724138,12.973685,12.136363,13.958416838581666,13.771865114075155,13.6083648110891,13.757574322773614,12.917786461182931,none
